10.390282392501831, 76, 1856, 1.4992798213085579, 1.388458916087984, 0.0, 419.23358154296875, 0
20.43829035758972, 156, 3785, 1.5151865767684796, 1.3862215689005097, 0.0, 20.607498168945312, 0
30.48721146583557, 230, 5515, 1.3633254717233723, 1.3817095226695528, 0.0, 7.186783790588379, 1
40.53606677055359, 302, 7192, 1.8169266122964278, 1.3825898849754594, 0.0, 644.8695068359375, 0
50.58624815940857, 375, 9056, 1.083406547214085, 1.389278214861406, 0.0, 58.342498779296875, 0
60.63435435295105, 446, 10905, 1.4282101277481627, 1.3790404423052678, 0.0, 58.531227111816406, 1
70.68812036514282, 518, 12717, 1.993632617514994, 1.3826229302940192, 1.0, 28.113662719726562, 0
80.73533153533936, 584, 14441, 5.0051431726976165, 1.3803063315426698, 1.0, 377.1835632324219, 1
90.78766393661499, 652, 16109, 1.3486202008666963, 1.388752015249338, 1.0, 82.74064636230469, 0
100.83484697341919, 718, 17787, 2.032136194441095, 1.3730133742064936, 0.0, 9.057171821594238, 1
110.88487005233765, 784, 19449, 1.3115589577029598, 1.3741313876671484, 1.0, 349.5423889160156, 1
